,mean,std
1,1000.0,50.0
2,1200.0,100.0
3,1200.0,100.0
4,10000.0,500.0
5,1200.0,100.0
6,1000.0,150.0
7,1200.0,100.0
8,1500.0,100.0
9,1000.0,50.0
10,2000.0,300.0
11,1200.0,100.0
12,1500.0,200.0
13,1000.0,150.0
14,1000.0,50.0
15,2000.0,300.0
16,1200.0,100.0
17,800.0,40.0
18,800.0,50.0
19,1200.0,100.0
20,1500.0,200.0
21,1200.0,100.0
22,1200.0,100.0
23,1000.0,150.0
24,1500.0,200.0
25,1000.0,50.0
26,1200.0,100.0
27,1200.0,300.0
28,1000.0,50.0
29,1000.0,50.0
30,1500.0,100.0
31,5000.0,800.0
32,1500.0,200.0
33,1200.0,150.0
34,1200.0,100.0
35,1200.0,100.0
36,1500.0,100.0
37,1200.0,100.0
38,1000.0,50.0
39,1200.0,100.0
40,5000.0,200.0
41,1200.0,100.0
42,1200.0,200.0
43,1000.0,100.0
44,1200.0,100.0
45,1200.0,100.0
46,1200.0,100.0
47,1000.0,100.0
48,1200.0,100.0
49,1200.0,100.0
50,1200.0,100.0
51,1500.0,50.0
52,12000.0,500.0
53,1500.0,200.0
54,1500.0,250.0
55,1000.0,50.0
56,5000.0,500.0
57,1200.0,100.0
58,1200.0,100.0
59,1200.0,100.0
60,800.0,50.0
61,1500.0,100.0
62,1500.0,100.0
63,800.0,50.0
64,1200.0,100.0
65,1200.0,250.0
66,1200.0,100.0
67,1500.0,200.0
68,2000.0,300.0
69,1000.0,150.0
70,1200.0,100.0
71,1000.0,50.0
72,1000.0,50.0
73,1500.0,200.0
74,1500.0,200.0
75,1500.0,100.0
76,1000.0,100.0
77,1000.0,150.0
78,1000.0,150.0
79,800.0,50.0
80,1000.0,50.0
81,1200.0,150.0
82,1200.0,100.0
83,1500.0,200.0
84,1000.0,100.0
85,1500.0,50.0
86,1200.0,100.0
87,1200.0,100.0
88,1000.0,150.0
89,1000.0,100.0
90,1000.0,150.0
91,1500.0,150.0
92,1500.0,200.0
93,1200.0,100.0
94,1500.0,100.0
95,1000.0,150.0
96,5000.0,150.0
97,1000.0,100.0
98,800.0,50.0
99,1200.0,100.0
100,1200.0,100.0
