,mean,std
1,67.5,5.1
2,67.5,5.8
3,67.5,5.8
4,67.5,5.8
5,65.5,8.2
6,67.5,5.2
7,68.0,5.5
8,68.5,5.6
9,67.5,5.8
10,67.5,5.1
11,67.5,5.8
12,67.5,5.8
13,67.5,5.8
14,67.5,5.8
15,67.5,5.2
16,67.5,5.7
17,67.5,5.8
18,67.0,5.0
19,67.5,5.4
20,67.5,5.8
21,67.5,5.8
22,68.5,4.2
23,67.5,5.3
24,67.0,5.5
25,67.5,5.2
26,67.5,5.7
27,67.5,5.8
28,68.5,5.2
29,67.5,5.2
30,67.7,5.3
31,67.0,5.5
32,67.5,5.2
33,67.5,9.2
34,67.5,5.8
35,68.5,4.2
36,67.5,5.2
37,67.5,6.2
38,67.5,5.8
39,67.0,5.0
40,67.5,5.8
41,67.5,5.3
42,67.5,5.8
43,67.0,5.8
44,67.5,5.2
45,70.0,5.0
46,68.7,5.2
47,67.5,5.0
48,68.5,5.4
49,67.0,5.5
50,67.5,5.2
51,67.0,5.0
52,67.5,6.2
53,67.5,5.2
54,67.5,5.8
55,68.0,5.5
56,67.5,5.8
57,67.5,5.8
58,67.5,5.8
59,67.5,5.8
60,67.5,5.2
61,67.5,5.2
62,67.5,5.0
63,67.5,5.8
64,67.5,5.2
65,67.5,5.8
66,67.5,5.8
67,67.0,5.0
68,67.5,5.2
69,67.5,5.8
70,67.7,5.8
71,67.5,5.7
72,67.5,5.1
73,67.5,5.2
74,67.5,5.2
75,67.5,5.2
76,67.5,10.2
77,67.5,5.8
78,68.0,5.5
79,67.5,5.8
80,68.5,5.2
81,68.0,5.0
82,67.5,5.2
83,67.5,5.8
84,68.0,5.0
85,67.5,5.2
86,67.0,5.2
87,67.5,5.8
88,67.5,5.8
89,67.5,5.8
90,67.0,10.0
91,67.5,5.8
92,67.5,5.1
93,67.5,5.2
94,67.5,5.8
95,67.5,5.8
96,67.5,5.6
97,67.5,5.8
98,67.5,5.2
99,67.5,5.8
100,68.0,5.0
