,mean,std
1,20.0,5.0
2,5.5,1.2
3,10.5,2.3
4,50.0,10.0
5,20.0,5.0
6,500.0,50.0
7,8.2,1.5
8,100.0,15.0
9,150.0,15.0
10,100.0,15.0
11,20.0,4.0
12,50.0,10.0
13,100.0,15.0
14,100.0,15.0
15,50.0,10.0
16,100.0,15.0
17,120.0,15.0
18,100.0,15.0
19,20.0,5.0
20,20.5,3.2
21,100.0,15.0
22,100.0,15.0
23,150.0,20.0
24,5.0,1.2
25,100.0,15.0
26,100.0,15.0
27,5.5,1.2
28,100.0,15.0
29,500.0,50.0
30,100.0,15.0
31,50.0,10.0
32,20.0,4.0
33,100.0,15.0
34,100.0,15.0
35,10.5,1.2
36,20.0,5.0
37,5.4,1.2
38,20.0,5.0
39,20.0,5.0
40,20.0,5.0
41,50.0,10.0
42,250.0,15.0
43,100.0,15.0
44,20.0,2.5
45,50.0,10.0
46,100.0,15.0
47,100.0,15.0
48,100.0,15.0
49,100.0,15.0
50,50.0,5.0
51,100.0,15.0
52,50.0,10.0
53,100.0,15.0
54,100.0,15.0
55,50.0,8.0
56,100.0,15.0
57,20.0,5.0
58,150.0,15.0
59,20.0,5.0
60,50.0,10.0
61,5.5,1.2
62,50.0,10.0
63,50.0,10.0
64,8.5,1.2
65,15.0,3.2
66,50.0,10.0
67,100.0,15.0
68,50.0,10.0
69,20.0,3.0
70,100.0,15.0
71,100.0,15.0
72,500.0,50.0
73,50.0,10.0
74,10.5,2.3
75,50.0,5.0
76,10.5,2.3
77,20.0,5.0
78,50.0,10.0
79,8.5,1.4
80,50.0,10.0
81,20.0,5.0
82,50.0,10.0
83,200.0,15.0
84,20.0,5.0
85,5.4,1.2
86,120.0,15.0
87,20.0,3.0
88,10.0,2.0
89,8.5,1.2
90,100.0,15.0
91,20.0,4.0
92,20.0,5.0
93,20.0,5.0
94,50.0,10.0
95,100.0,15.0
96,20.0,4.5
97,100.0,15.0
98,50.0,10.0
99,100.0,15.0
100,20.0,4.0
