,mean,std
1,50.0,5.0
2,45.2,6.3
3,55.0,5.0
4,35.0,4.5
5,50.0,5.0
6,90.0,15.0
7,45.0,5.0
8,90.0,10.0
9,35.5,4.2
10,45.0,3.5
11,45.0,5.0
12,45.0,5.0
13,45.0,3.2
14,45.0,5.5
15,45.0,8.5
16,45.0,5.0
17,40.0,5.0
18,45.0,3.5
19,35.0,2.5
20,45.0,5.0
21,30.0,5.0
22,45.0,5.0
23,45.0,5.6
24,45.0,5.0
25,30.0,5.0
26,35.0,5.0
27,45.0,5.0
28,45.0,5.2
29,45.0,5.0
30,50.0,5.0
31,30.5,4.2
32,45.0,5.5
33,45.5,5.2
34,35.0,5.0
35,35.0,4.5
36,30.0,5.0
37,45.0,8.0
38,45.0,5.0
39,40.0,5.0
40,45.0,5.0
41,45.0,5.0
42,45.0,5.0
43,40.0,5.0
44,50.0,5.0
45,45.0,5.5
46,30.0,5.0
47,30.0,5.0
48,30.0,5.0
49,40.0,5.0
50,45.5,3.2
51,50.0,5.0
52,45.0,5.5
53,30.0,5.0
54,30.5,5.2
55,50.0,5.0
56,45.0,5.0
57,45.0,10.0
58,45.0,5.0
59,45.0,5.0
60,45.0,5.5
61,50.0,5.0
62,45.0,5.0
63,45.0,5.0
64,45.0,5.0
65,45.0,5.0
66,35.0,5.0
67,45.0,5.0
68,45.0,8.5
69,45.0,5.0
70,50.0,5.0
71,45.0,5.5
72,40.5,5.8
73,30.0,5.0
74,50.0,5.0
75,45.0,5.5
76,45.0,5.0
77,50.0,5.0
78,50.0,5.0
79,40.0,5.0
80,45.0,8.0
81,40.0,5.0
82,45.0,5.0
83,45.5,6.2
84,45.0,5.7
85,45.0,5.0
86,45.0,5.0
87,45.0,5.0
88,45.0,5.2
89,30.5,5.2
90,45.0,5.5
91,50.0,5.0
92,35.0,4.5
93,45.0,5.0
94,45.0,5.0
95,30.0,5.0
96,30.0,5.0
97,50.0,5.0
98,35.0,4.5
99,30.0,5.0
100,50.0,5.0
