,mean,std
1,7.5,1.2
2,7.2,1.5
3,7.5,1.2
4,7.2,1.5
5,7.5,1.2
6,7.5,1.2
7,7.0,1.5
8,7.8,1.2
9,7.0,1.5
10,7.5,1.2
11,7.5,1.2
12,7.2,1.5
13,7.0,1.5
14,7.0,1.2
15,7.0,1.5
16,7.0,1.5
17,7.0,1.5
18,7.2,0.8
19,7.5,1.2
20,7.0,1.5
21,7.0,1.5
22,7.5,1.2
23,7.0,1.5
24,7.0,1.5
25,7.2,1.5
26,7.5,1.2
27,7.0,1.5
28,7.5,1.2
29,7.5,1.1
30,7.5,1.2
31,7.5,1.2
32,7.5,1.2
33,7.5,1.2
34,7.0,1.5
35,7.0,1.5
36,7.2,1.5
37,7.5,1.2
38,7.5,1.2
39,7.2,1.5
40,7.5,1.2
41,7.5,1.2
42,7.5,1.2
43,7.0,1.5
44,7.0,1.5
45,7.2,1.5
46,7.2,1.5
47,7.0,1.5
48,7.0,1.5
49,7.5,1.2
50,7.2,0.8
51,7.5,1.2
52,7.5,1.2
53,7.0,1.5
54,7.5,1.2
55,7.2,1.5
56,7.5,1.2
57,7.2,1.5
58,7.5,1.2
59,7.4,1.2
60,7.5,1.2
61,7.5,1.2
62,7.5,1.2
63,7.5,1.2
64,7.0,1.5
65,7.2,1.5
66,7.5,1.2
67,7.5,1.2
68,7.5,1.2
69,7.5,1.2
70,7.0,1.5
71,7.5,1.2
72,7.0,1.5
73,7.0,1.0
74,7.0,1.5
75,7.0,1.5
76,7.5,1.2
77,7.2,1.5
78,7.2,1.5
79,7.5,1.2
80,7.0,1.2
81,7.5,1.2
82,7.5,1.2
83,7.5,1.2
84,7.0,1.25
85,7.0,1.5
86,7.5,1.2
87,7.0,1.5
88,7.2,1.5
89,7.5,1.2
90,7.5,1.2
91,7.5,1.2
92,7.2,1.5
93,7.2,1.1
94,7.5,1.2
95,7.2,1.5
96,7.0,1.5
97,7.2,1.5
98,7.0,1.5
99,7.5,1.2
100,7.4,1.2
