,mean,std
1,4.5,1.2
2,4.2,0.6
3,4.5,1.2
4,4.5,1.2
5,4.5,1.2
6,3.5,0.8
7,4.0,1.2
8,4.5,1.2
9,4.5,1.2
10,4.0,1.5
11,4.5,1.2
12,2.5,0.5
13,3.5,0.8
14,4.5,1.2
15,3.5,0.8
16,4.5,1.2
17,4.0,1.2
18,4.5,1.2
19,4.5,1.2
20,4.5,1.2
21,3.5,0.75
22,4.0,1.2
23,4.5,1.2
24,4.5,0.8
25,4.2,1.5
26,3.5,0.8
27,4.0,1.2
28,4.5,1.2
29,3.5,0.8
30,4.5,0.8
31,4.5,0.8
32,4.0,1.5
33,4.2,0.5
34,4.5,0.8
35,4.0,1.5
36,3.5,1.2
37,4.5,1.2
38,4.5,0.8
39,4.5,1.2
40,4.0,1.2
41,3.5,0.8
42,4.0,0.5
43,4.5,1.2
44,3.5,1.2
45,4.0,0.5
46,4.5,1.2
47,3.5,0.8
48,5.5,1.2
49,4.5,1.2
50,4.5,1.2
51,4.5,1.2
52,4.5,1.2
53,4.5,1.2
54,3.5,0.8
55,4.5,1.2
56,4.2,1.5
57,3.5,0.8
58,4.7,0.5
59,4.0,1.5
60,4.5,1.2
61,4.5,1.2
62,4.5,1.2
63,4.5,1.2
64,4.5,1.2
65,3.5,1.2
66,3.5,0.8
67,4.5,1.2
68,3.5,0.8
69,4.5,1.2
70,4.5,1.2
71,4.5,1.2
72,3.5,0.6
73,3.5,0.8
74,4.5,1.2
75,3.5,0.8
76,4.0,1.5
77,4.5,0.8
78,4.5,1.2
79,4.5,1.2
80,4.5,1.2
81,4.5,0.8
82,4.5,1.2
83,3.5,0.8
84,4.5,1.2
85,4.5,1.2
86,4.5,0.8
87,3.5,1.2
88,3.5,0.7
89,5.0,1.2
90,4.5,1.2
91,4.5,1.2
92,3.5,0.8
93,3.5,0.8
94,4.5,1.2
95,4.5,0.8
96,3.5,0.8
97,4.5,0.75
98,4.5,1.2
99,4.5,1.2
100,3.5,0.8
