,mean,std
1,70.5,5.2
2,70.5,5.2
3,70,5
4,70.5,5.2
5,70.5,4.2
6,70,5
7,70.0,5.0
8,70.0,5.0
9,70.5,5.2
10,70,5
11,70.5,4.2
12,70.5,5.2
13,70,5
14,70.0,5.2
15,70.0,5.0
16,70,5
17,70.5,3.2
18,70.0,5.0
19,70.0,5.0
20,72.5,3.4
21,70.5,5.2
22,70.5,5.2
23,70,5
24,70.0,5.0
25,70.0,5.0
26,70,5
27,70,5
28,70.0,5.0
29,55,4.5
30,70.0,5.5
31,72.5,5.3
32,70.0,5.5
33,70.0,5.0
34,70,5
35,70.5,5.2
36,70.0,5.5
37,70.0,5.0
38,70.5,5.2
39,70.0,5.5
40,70.0,5.0
41,70.0,5.0
42,70.5,3.2
43,70.5,4.2
44,70.5,2.1
45,70.0,5.0
46,70.5,5.2
47,50,5
48,70.0,5.0
49,70.5,5.2
50,70.0,5.5
51,70.5,4.2
52,70.0,5.0
53,70.5,4.8
54,70.5,5.2
55,70,5
56,70.5,5.2
57,70.0,5.0
58,70,5
59,70,5
60,70.0,5.0
61,70.0,5.0
62,70.0,5.0
63,70.0,5.0
64,70,5
65,70.5,5.2
66,60,5
67,70,5
68,70.5,5.2
69,70.0,5.0
70,72.5,3.2
71,70,5
72,70,5
73,70.0,5.5
74,70.0,5.0
75,70.2,5.6
76,70,5
77,70.0,5.5
78,70.0,5.0
79,55.0,4.5
80,70.0,5.0
81,70,5
82,70,5
83,70,5
84,70.0,5.0
85,70,5
86,70.0,5.0
87,70.0,5.0
88,70.5,5.2
89,70.0,5.0
90,70.5,5.2
91,70.5,5.2
92,70,5
93,70,5
94,70.0,5.0
95,70.5,5.2
96,70,5
97,70.0,5.0
98,70.5,4.2
99,70.0,5.5
100,60.5,5.2
