,mean,std
1,36.5,0.7
2,36.5,0.7
3,36.5,0.7
4,36.5,0.7
5,36.5,0.7
6,37.0,0.5
7,37.0,0.5
8,36.8,0.7
9,36.5,0.7
10,36.5,0.7
11,36.6,0.5
12,36.5,0.7
13,36.5,0.7
14,36.5,0.7
15,36.7,0.7
16,36.8,0.7
17,36.5,0.7
18,36.5,0.7
19,37.0,0.5
20,36.5,0.7
21,37.0,0.5
22,37.0,0.5
23,37.0,0.5
24,36.5,0.7
25,36.5,0.7
26,36.5,0.7
27,36.8,0.5
28,36.5,0.7
29,36.5,0.7
30,36.5,0.7
31,36.5,0.7
32,36.5,0.7
33,36.5,0.7
34,36.5,0.7
35,37.0,0.5
36,36.8,0.5
37,37.0,0.5
38,36.5,0.7
39,37.0,0.5
40,36.5,0.7
41,37.0,0.5
42,36.5,0.6
43,36.5,0.7
44,37.0,0.5
45,36.8,0.6
46,36.5,0.7
47,36.5,0.7
48,36.5,0.7
49,36.5,0.7
50,36.5,0.7
51,36.8,0.6
52,36.8,0.5
53,36.5,0.7
54,36.7,0.5
55,36.5,0.7
56,36.5,0.7
57,37.0,0.5
58,36.5,0.7
59,36.5,0.7
60,37.0,0.5
61,36.7,0.7
62,36.5,0.7
63,36.8,0.5
64,36.5,0.7
65,37.0,0.5
66,36.5,0.7
67,36.6,0.5
68,36.5,0.7
69,36.5,0.5
70,36.5,0.7
71,36.5,0.7
72,36.5,0.7
73,36.5,0.7
74,36.5,0.5
75,36.5,0.7
76,36.5,0.7
77,36.5,0.7
78,36.5,0.7
79,36.6,0.5
80,36.5,0.7
81,36.6,0.5
82,36.5,0.7
83,36.5,0.7
84,36.5,0.7
85,36.5,0.7
86,36.8,0.6
87,36.5,0.7
88,36.5,0.7
89,36.5,0.7
90,36.5,0.7
91,36.5,0.7
92,36.5,0.7
93,36.5,0.7
94,36.6,0.5
95,36.5,0.7
96,36.5,0.7
97,36.8,0.6
98,36.5,0.7
99,36.6,0.7
100,36.5,0.7
