,mean,std
1,120.0,5.0
2,100.0,5.0
3,100.0,5.0
4,50.0,5.0
5,120.0,5.0
6,100.0,5.0
7,120.0,5.0
8,100.0,5.0
9,50.0,5.0
10,120.0,5.0
11,100.0,5.0
12,100.0,15.0
13,50.0,5.0
14,50.0,5.0
15,120.0,15.0
16,120.0,5.0
17,100.0,5.0
18,100.0,5.0
19,50.0,5.0
20,120.0,5.0
21,50.0,5.0
22,100.0,5.0
23,100.0,5.0
24,120.0,2.5
25,100.0,5.0
26,50.0,5.0
27,100.0,5.0
28,100.0,5.0
29,120.0,5.0
30,120.0,15.0
31,50.0,5.0
32,100.0,5.0
33,100.0,15.0
34,100.0,5.0
35,120.0,5.0
36,100.0,5.0
37,120.0,5.0
38,100.0,5.0
39,100.0,5.0
40,50.0,5.0
41,100.0,5.0
42,50.0,5.0
43,50.0,5.0
44,100.0,10.0
45,50.0,5.0
46,120.0,5.0
47,50.0,5.0
48,100.0,15.0
49,120.0,5.0
50,50.0,5.0
51,100.0,5.0
52,100.0,5.0
53,100.0,15.0
54,100.0,15.0
55,100.0,5.0
56,50.0,5.0
57,120.0,5.0
58,50.0,5.0
59,100.0,5.0
60,100.0,5.0
61,100.0,5.0
62,100.0,5.0
63,100.0,5.0
64,100.0,5.0
65,120.0,5.0
66,100.0,5.0
67,100.0,5.0
68,100.0,5.0
69,120.5,5.2
70,100.0,5.0
71,120.0,5.0
72,50.0,5.0
73,100.0,5.0
74,50.0,5.0
75,100.0,5.0
76,100.0,5.0
77,100.0,5.0
78,100.0,5.0
79,100.0,15.0
80,100.0,15.0
81,100.0,5.0
82,100.5,5.0
83,120.0,15.0
84,100.0,5.0
85,120.0,5.0
86,50.0,5.0
87,100.0,5.0
88,50.0,5.0
89,100.0,5.0
90,120.0,5.0
91,100.0,5.0
92,120.0,5.0
93,100.0,15.0
94,120.0,15.0
95,100.0,5.0
96,100.0,5.0
97,100.0,5.0
98,100.0,5.0
99,120.0,5.0
100,100.0,5.0
