,mean,std
1,5.0,1.25
2,5.2,1.3
3,5.2,1.3
4,5.0,1.5
5,5.0,1.2
6,10.0,1.5
7,5.4,1.2
8,10.0,1.5
9,5.5,1.2
10,5.0,1.5
11,5.5,1.2
12,5.0,1.2
13,5.5,1.2
14,5.0,1.2
15,5.0,1.5
16,5.2,1.3
17,10.0,2.0
18,5.0,1.2
19,5.0,1.5
20,5.0,1.2
21,5.2,1.3
22,5.0,1.2
23,5.0,1.2
24,10.0,1.5
25,10.0,1.5
26,10.0,2.0
27,5.0,1.2
28,5.0,1.2
29,5.2,1.3
30,5.6,1.2
31,5.0,0.8
32,10.0,2.0
33,5.2,1.3
34,10.0,2.0
35,8.5,1.2
36,10.0,1.5
37,10.0,1.5
38,5.2,1.1
39,5.2,1.3
40,5.2,1.3
41,10.0,2.0
42,5.2,1.5
43,5.0,1.2
44,5.0,1.2
45,10.0,2.0
46,5.0,1.0
47,5.0,1.2
48,5.2,1.3
49,5.2,1.3
50,5.0,1.2
51,5.2,1.3
52,5.0,1.2
53,5.2,1.3
54,10.0,2.0
55,5.5,1.2
56,5.2,1.3
57,10.0,2.0
58,10.0,1.5
59,5.2,0.6
60,5.2,1.3
61,5.5,1.2
62,10.0,2.0
63,10.5,2.3
64,10.0,1.5
65,5.0,0.5
66,10.0,2.0
67,5.2,1.3
68,5.0,0.8
69,10.0,2.0
70,5.2,0.8
71,5.0,1.2
72,5.5,1.2
73,5.2,1.3
74,8.0,1.5
75,5.5,1.2
76,5.0,1.2
77,5.5,1.2
78,5.0,1.5
79,5.0,1.5
80,5.5,1.2
81,10.0,1.5
82,10.5,2.3
83,5.2,1.3
84,10.5,2.3
85,5.4,1.1
86,8.5,1.2
87,5.5,1.2
88,10.0,1.5
89,5.0,1.2
90,3.5,0.8
91,10.0,2.0
92,5.2,1.3
93,5.0,1.2
94,10.0,2.0
95,10.5,2.3
96,5.2,1.3
97,5.0,1.2
98,5.5,1.2
99,5.0,1.2
100,5.0,1.2
