,mean,std
1,50.0,5.0
2,50.0,5.0
3,50.0,2.5
4,50.0,5.0
5,100.0,5.0
6,120.0,5.0
7,100.0,5.0
8,50.0,2.5
9,50.0,2.0
10,120.0,5.0
11,50.0,5.0
12,100.0,5.0
13,50.0,2.0
14,50.0,5.0
15,100.0,5.0
16,50.0,5.0
17,100.0,5.0
18,100.0,5.0
19,120.0,5.0
20,50.0,1.2
21,50.0,2.5
22,100.0,5.0
23,50.0,5.0
24,100.0,5.0
25,100.0,5.0
26,50.0,5.0
27,50.0,5.0
28,100.0,5.0
29,50.0,5.0
30,100.0,5.0
31,100.0,5.0
32,100.0,5.0
33,100.0,5.0
34,100.0,5.0
35,50.0,5.0
36,100.0,5.0
37,100.0,5.0
38,50.0,5.0
39,50.0,5.0
40,50.0,5.0
41,50.0,2.5
42,50.0,2.5
43,120.0,5.0
44,100.0,5.0
45,100.0,5.0
46,125.5,2.3
47,50.0,5.0
48,100.0,5.0
49,50.0,5.0
50,50.0,4.5
51,50.0,2.0
52,100.0,5.0
53,50.0,2.5
54,100.0,5.0
55,100.0,15.0
56,100.0,5.0
57,100.0,5.0
58,50.0,5.0
59,100.0,5.0
60,100.0,5.0
61,50.0,5.0
62,50.0,5.0
63,100.0,5.0
64,120.0,5.0
65,50.0,2.5
66,50.0,5.0
67,100.0,5.0
68,100.0,5.0
69,100.0,5.0
70,100.0,5.0
71,50.0,2.5
72,120.0,5.0
73,100.0,5.0
74,100.0,5.0
75,100.0,5.0
76,100.0,5.0
77,50.0,5.0
78,100.0,5.0
79,100.0,5.0
80,120.0,5.0
81,50.0,2.5
82,100.0,5.0
83,50.0,2.0
84,50.0,5.0
85,50.0,2.5
86,100.0,5.0
87,100.0,5.0
88,50.0,5.0
89,100.0,5.0
90,50.0,5.0
91,50.0,5.0
92,120.0,5.0
93,100.0,5.0
94,50.0,2.5
95,100.0,5.0
96,100.0,5.0
97,120.0,5.0
98,100.0,5.0
99,100.0,5.0
100,50.0,2.5
