,mean,std
1,10.0,2.0
2,10.5,2.2
3,5.0,1.2
4,10.0,2.0
5,10.0,2.0
6,10.0,2.0
7,10.0,2.0
8,10.0,2.0
9,10.0,2.0
10,10.0,2.0
11,10.0,2.0
12,10.0,2.0
13,5.2,0.7
14,5.2,1.3
15,10.0,2.0
16,10.0,2.0
17,10.0,2.0
18,10.0,2.0
19,10.0,2.0
20,5.0,1.2
21,10.0,2.0
22,5.0,1.2
23,5.0,1.2
24,10.0,2.0
25,5.2,1.3
26,10.0,2.0
27,3.5,0.8
28,10.0,2.0
29,5.0,1.2
30,10.0,2.0
31,8.0,2.0
32,10.0,2.0
33,10.0,2.0
34,10.0,2.0
35,10.0,2.0
36,10.0,2.0
37,10.0,2.0
38,10.0,2.0
39,10.5,2.3
40,10.0,2.0
41,10.0,2.0
42,10.0,2.0
43,10.0,2.0
44,5.5,1.2
45,10.5,2.3
46,5.2,1.3
47,10.0,3.0
48,5.2,1.3
49,10.0,2.0
50,10.0,2.0
51,10.0,2.0
52,10.0,2.0
53,5.0,1.5
54,10.0,2.0
55,10.0,2.0
56,5.0,1.2
57,10.0,2.0
58,5.2,1.3
59,10.0,2.0
60,10.0,2.0
61,10.0,2.0
62,5.0,1.5
63,10.5,2.3
64,10.0,2.0
65,5.0,1.2
66,10.0,2.0
67,10.0,2.0
68,10.0,3.0
69,10.0,2.0
70,5.2,1.3
71,5.0,1.2
72,10.0,2.0
73,10.0,2.0
74,10.0,2.0
75,10.0,2.0
76,5.2,1.3
77,10.0,2.0
78,10.0,2.0
79,5.8,1.2
80,10.0,2.0
81,10.0,2.0
82,5.0,1.2
83,10.0,2.0
84,5.0,1.2
85,10.0,2.0
86,10.0,2.0
87,5.2,1.3
88,10.0,2.0
89,5.0,1.2
90,10.0,2.0
91,10.0,2.0
92,10.0,2.0
93,10.5,2.3
94,10.0,2.0
95,10.0,2.0
96,10.0,2.0
97,10.0,2.0
98,5.0,1.2
99,5.0,1.2
100,10.5,2.3
