,mean,std
1,240.0,30.0
2,240.0,30.0
3,300.0,50.0
4,250.0,30.0
5,300.0,50.0
6,300.0,50.0
7,300.0,50.0
8,300.0,50.0
9,300.0,50.0
10,300.0,50.0
11,250.0,30.0
12,300.0,50.0
13,250.0,30.0
14,350.0,20.0
15,350.0,25.0
16,250.0,30.0
17,300.0,50.0
18,300.0,50.0
19,300.0,40.0
20,300.0,50.0
21,300.0,40.0
22,240.0,30.0
23,250.0,30.0
24,250.0,30.0
25,300.0,50.0
26,240.0,30.0
27,350.0,30.0
28,250.0,25.0
29,300.0,50.0
30,250.0,30.0
31,300.0,50.0
32,250.0,30.0
33,350.0,30.0
34,250.0,30.0
35,250.0,30.0
36,250.0,45.0
37,300.0,50.0
38,250.0,30.0
39,250.0,30.0
40,250.0,30.0
41,250.0,25.0
42,250.0,30.0
43,250.0,45.0
44,250.0,30.0
45,250.0,30.0
46,250.0,30.0
47,250.0,30.0
48,240.0,30.0
49,250.0,30.0
50,300.0,50.0
51,300.0,50.0
52,300.0,50.0
53,300.0,50.0
54,300.0,50.0
55,250.0,30.0
56,250.0,30.0
57,250.0,30.0
58,350.0,40.0
59,250.0,30.0
60,250.0,45.0
61,250.0,30.0
62,250.0,30.0
63,300.0,50.0
64,240.0,30.0
65,300.0,50.0
66,250.0,30.0
67,250.0,30.0
68,300.0,50.0
69,250.0,30.0
70,300.0,50.0
71,300.0,50.0
72,250.0,30.0
73,300.0,20.0
74,300.0,50.0
75,300.0,50.0
76,250.0,30.0
77,300.0,50.0
78,240.0,30.0
79,300.0,45.0
80,240.0,30.0
81,250.0,30.0
82,300.0,50.0
83,200.0,30.0
84,300.0,50.0
85,250.0,40.0
86,300.0,50.0
87,250.0,30.0
88,300.0,50.0
89,300.0,50.0
90,250.0,30.0
91,250.0,30.0
92,250.0,25.0
93,300.0,50.0
94,250.0,30.0
95,250.0,30.0
96,300.0,50.0
97,250.0,30.0
98,250.0,30.0
99,230.0,45.0
100,200.0,15.0
