,mean,std
1,8.5,1.2
2,15.0,1.2
3,10.5,1.8
4,8.5,1.2
5,8.5,1.2
6,10.5,1.2
7,12.5,1.8
8,10.5,1.5
9,15.5,1.2
10,12.5,1.8
11,8.5,1.2
12,8.5,1.2
13,9.5,1.2
14,8.5,1.2
15,8.5,1.2
16,10.2,1.5
17,9.5,0.8
18,8.5,1.2
19,8.5,1.2
20,8.5,1.2
21,8.5,1.2
22,8.5,1.2
23,8.5,1.2
24,10.5,1.2
25,10.0,2.0
26,10.5,1.2
27,8.5,1.2
28,15.5,1.2
29,8.5,1.2
30,8.5,1.2
31,8.5,1.2
32,9.2,1.5
33,8.5,1.2
34,10.5,2.3
35,14.2,2.5
36,15.0,3.2
37,8.5,1.2
38,8.5,1.2
39,10.5,1.2
40,10.0,1.5
41,9.5,1.2
42,8.5,1.2
43,10.0,1.5
44,15.5,1.2
45,8.5,1.2
46,10.5,1.3
47,8.5,1.2
48,8.5,1.2
49,10.5,1.8
50,10.5,1.2
51,8.5,1.2
52,20.5,1.8
53,12.5,1.8
54,8.5,1.2
55,8.5,1.2
56,8.5,1.2
57,8.5,1.2
58,15.5,2.3
59,10.5,1.2
60,10.5,1.5
61,8.5,1.2
62,10.0,1.5
63,8.5,1.2
64,8.5,1.2
65,8.5,1.2
66,8.5,1.2
67,8.5,1.2
68,8.5,1.2
69,10.5,2.3
70,10.5,1.2
71,8.5,1.2
72,8.5,1.2
73,8.5,1.2
74,15.0,1.5
75,8.5,1.2
76,9.5,1.2
77,20.0,2.5
78,12.5,1.8
79,12.5,1.8
80,8.5,1.2
81,10.5,1.2
82,10.5,1.2
83,8.5,1.2
84,8.6,1.2
85,15.5,2.1
86,8.5,1.2
87,8.5,1.2
88,10.5,1.2
89,10.5,1.8
90,8.5,1.2
91,10.5,1.2
92,10.0,1.5
93,15.0,1.5
94,8.5,1.2
95,8.5,1.2
96,8.5,1.2
97,8.5,1.2
98,15.0,1.5
99,8.5,1.2
100,10.5,1.2
