,mean,std
1,85.0,3.5
2,7.8,1.6
3,85.0,10.0
4,85.5,9.7
5,7.2,1.5
6,84.0,6.5
7,6.5,1.8
8,3.8,0.5
9,7.8,1.5
10,82.5,4.2
11,7.5,1.2
12,85.0,4.5
13,7.5,1.5
14,78.5,9.2
15,85.0,4.5
16,82.5,9.8
17,7.5,1.2
18,85.3,9.7
19,85.0,9.5
20,82.5,9.3
21,85.4,9.2
22,7.5,1.8
23,85.0,10.0
24,82.5,9.3
25,85.0,10.2
26,85.0,7.5
27,8.5,1.2
28,7.5,1.9
29,7.5,1.2
30,82.5,6.3
31,85.0,9.5
32,85.0,9.5
33,7.3,1.4
34,7.5,1.2
35,85.0,4.5
36,86.5,4.2
37,85.0,10.0
38,75.0,10.0
39,78.0,4.5
40,78.5,9.6
41,85.0,4.5
42,80.0,10.0
43,82.5,9.8
44,82.3,9.6
45,85.0,4.2
46,80.0,6.0
47,78.5,10.2
48,84.0,6.5
49,7.5,1.3
50,7.8,1.6
51,82.0,6.0
52,84.3,9.7
53,7.5,1.2
54,70.0,10.0
55,85.5,9.2
56,7.5,1.2
57,75.0,10.0
58,5.6,1.2
59,85.0,10.0
60,82.0,4.5
61,85.3,9.5
62,85.5,9.7
63,82.5,9.7
64,85.0,4.5
65,85.0,4.5
66,85.0,7.5
67,83.5,6.2
68,75.4,10.2
69,7.3,1.6
70,85.5,9.8
71,80.0,10.0
72,85.0,7.5
73,6.5,1.3
74,7.5,1.2
75,7.5,1.2
76,7.5,1.2
77,5.2,1.6
78,7.5,1.4
79,75.3,9.4
80,85.5,9.7
81,85.5,9.2
82,85.0,3.5
83,85.0,9.5
84,80.0,10.0
85,84.7,9.5
86,84.7,9.2
87,85.5,9.2
88,5.2,1.1
89,82.5,9.7
90,85.3,9.6
91,7.5,1.2
92,85.0,10.0
93,75.0,8.0
94,82.0,5.0
95,7.5,1.2
96,82.5,4.7
97,85.4,9.6
98,85.0,4.5
99,85.5,9.7
100,82.5,6.3
