,mean,std
1,30.0,5.0
2,30.0,5.0
3,30.0,5.0
4,30.0,5.0
5,30.0,5.0
6,45.0,15.0
7,30.0,5.0
8,45.0,15.0
9,45.0,15.0
10,30.0,5.0
11,30.0,5.0
12,30.0,5.0
13,50.0,10.0
14,30.0,5.0
15,30.0,5.0
16,30.0,5.0
17,45.0,15.0
18,30.0,5.0
19,30.0,5.0
20,30.0,5.0
21,60.0,10.0
22,30.0,5.0
23,30.0,5.0
24,30.0,5.0
25,30.0,5.0
26,45.0,15.0
27,45.0,15.0
28,30.0,5.0
29,30.0,5.0
30,30.0,5.0
31,30.0,5.0
32,30.0,5.0
33,45.0,15.0
34,30.0,5.0
35,30.0,5.0
36,30.0,5.0
37,30.0,5.0
38,30.0,5.0
39,30.0,5.0
40,30.0,5.0
41,30.0,5.0
42,30.0,5.0
43,30.0,5.0
44,45.0,15.0
45,60.0,10.0
46,30.0,5.0
47,50.0,10.0
48,30.0,5.0
49,30.0,5.0
50,30.0,5.0
51,50.0,10.0
52,30.0,5.0
53,30.0,5.0
54,30.0,5.0
55,30.0,5.0
56,30.0,5.0
57,50.0,10.0
58,30.0,5.0
59,30.0,5.0
60,60.0,15.0
61,30.0,5.0
62,30.0,5.0
63,45.0,15.0
64,30.0,5.0
65,30.0,5.0
66,45.0,15.0
67,45.0,15.0
68,45.0,15.0
69,60.0,15.0
70,30.5,5.2
71,45.0,15.0
72,30.0,5.0
73,30.0,5.0
74,30.0,5.0
75,30.0,5.0
76,30.0,5.0
77,30.0,5.0
78,45.0,15.0
79,30.0,5.0
80,30.0,5.0
81,60.0,15.0
82,30.0,5.0
83,45.0,15.0
84,30.0,5.0
85,30.0,5.0
86,30.0,5.0
87,60.0,15.0
88,30.0,5.0
89,30.0,5.0
90,30.0,5.0
91,45.0,15.0
92,30.0,5.0
93,30.0,5.0
94,30.0,5.0
95,30.0,5.0
96,30.0,5.0
97,30.0,5.0
98,30.0,5.0
99,30.0,10.0
100,45.0,15.0
