,mean,std
1,15.0,1.5
2,12.5,1.8
3,14.5,2.3
4,15.0,1.2
5,10.5,2.3
6,10.5,1.2
7,12.3,2.1
8,15.5,1.2
9,12.5,1.8
10,12.5,1.8
11,10.5,1.2
12,15.5,2.3
13,8.5,1.2
14,12.5,1.8
15,12.5,1.8
16,14.5,2.3
17,15.5,2.0
18,12.5,1.7
19,15.0,0.5
20,5.2,0.85
21,15.2,1.8
22,20.0,1.5
23,20.0,2.5
24,15.5,1.2
25,10.5,2.3
26,15.5,2.3
27,5.2,0.3
28,10.0,1.5
29,10.5,1.2
30,15.0,1.2
31,10.5,1.2
32,15.5,2.3
33,18.5,1.2
34,12.5,1.8
35,15.5,2.3
36,12.5,2.3
37,15.5,1.2
38,12.5,1.8
39,15.0,1.5
40,12.5,2.3
41,5.0,1.2
42,18.5,2.1
43,10.5,1.2
44,10.5,2.3
45,10.5,2.3
46,12.5,2.3
47,12.5,1.8
48,12.5,2.0
49,15.0,1.2
50,15.6,1.2
51,14.8,2.5
52,15.0,2.5
53,10.5,2.3
54,5.2,0.8
55,15.5,1.2
56,10.0,2.0
57,12.5,2.3
58,10.5,2.3
59,15.5,1.2
60,10.5,1.2
61,20.5,3.2
62,20.5,1.8
63,15.5,1.2
64,12.5,3.8
65,12.5,1.8
66,10.5,1.2
67,15.2,2.5
68,15.5,1.2
69,20.0,3.5
70,10.5,1.2
71,15.0,1.5
72,12.5,1.8
73,15.5,3.2
74,15.0,1.5
75,15.5,1.2
76,10.5,2.0
77,10.5,2.3
78,14.5,2.3
79,14.2,1.5
80,15.5,1.2
81,10.5,1.8
82,15.0,1.5
83,15.2,1.8
84,12.5,1.8
85,20.5,3.2
86,14.5,1.2
87,15.5,1.2
88,15.2,3.4
89,15.5,1.2
90,15.5,1.2
91,15.5,2.3
92,10.5,2.3
93,12.5,1.8
94,15.5,1.2
95,10.5,1.2
96,15.5,1.2
97,10.5,1.5
98,15.5,1.2
99,10.5,2.3
100,15.5,1.2
