,mean,std
1,84.5,6.2
2,80.0,15.0
3,80.0,10.0
4,80.0,5.0
5,85.0,5.0
6,85.0,5.0
7,75.0,7.5
8,85.0,4.5
9,80.0,5.0
10,85.0,5.0
11,85.0,10.0
12,85.0,15.0
13,75.0,12.0
14,85.0,3.5
15,85.0,5.0
16,80.0,5.0
17,85.0,10.0
18,85.0,3.5
19,80.0,10.0
20,85.0,10.0
21,80.0,5.0
22,85.0,3.5
23,85.0,3.5
24,85.0,5.0
25,75.0,8.5
26,85.0,10.0
27,75.0,10.0
28,75.0,10.0
29,85.0,4.5
30,85.0,4.5
31,85.0,10.0
32,80.0,10.0
33,85.0,4.5
34,85.0,3.5
35,75.0,10.0
36,85.5,6.2
37,85.0,10.0
38,80.0,10.0
39,82.5,3.8
40,80.0,5.0
41,85.0,10.0
42,85.0,10.0
43,85.0,5.0
44,85.0,10.0
45,85.5,4.2
46,85.0,5.0
47,80.0,10.0
48,85.0,5.0
49,85.0,5.0
50,75.0,10.0
51,85.0,10.0
52,75.0,10.0
53,75.0,10.0
54,85.0,4.5
55,85.0,10.0
56,85.0,10.0
57,80.0,5.0
58,80.0,5.0
59,85.0,9.5
60,75.0,8.5
61,78.0,4.5
62,85.0,5.0
63,85.0,5.0
64,85.0,15.0
65,85.0,10.0
66,82.5,3.7
67,80.5,4.2
68,85.0,3.5
69,85.0,5.0
70,70,5
71,85,9.5
72,75,10
73,85.5,6.2
74,85.0,3.5
75,85,10
76,84,6
77,75,10
78,85.0,3.5
79,85.0,5.0
80,85,10
81,85,5
82,85.0,4.5
83,85.0,3.5
84,85,3.5
85,85,5
86,84.0,6.5
87,85.0,3.5
88,85,10
89,85,10
90,85.0,5.0
91,85,5.5
92,80,10
93,85,10
94,70.5,4.8
95,85.0,4.5
96,85.0,5.0
97,80,5
98,85,10
99,85,5
100,84.7,3.6
