,mean,std
1,7.5,0.8
2,7.0,1.5
3,7.5,1.2
4,7.5,1.2
5,7.0,1.5
6,7,1.5
7,7.5,1.2
8,7.0,1.5
9,7.0,1.5
10,7.5,1.2
11,7.5,1.2
12,7.0,1.5
13,7.0,1.5
14,7.5,1.2
15,7.5,1.2
16,7.5,1.2
17,7.5,1.2
18,7.5,1.2
19,7.5,1.2
20,7.5,1.2
21,7.0,1.5
22,7.5,1.2
23,7.5,1.2
24,7.5,1.2
25,7.5,1.2
26,7.5,1.2
27,7.5,1.2
28,7.5,1.2
29,7.2,1.5
30,7.5,1.2
31,7.5,1.2
32,7.5,1.2
33,7.5,1.2
34,7.0,1.5
35,7.0,1.5
36,7.0,1.5
37,7.0,1.5
38,7.5,1.2
39,7.5,1.2
40,7.2,1.5
41,7.5,1.2
42,7.5,1.2
43,7,1.5
44,7.0,1.5
45,7.2,1.5
46,7,1.5
47,7.5,1.2
48,7.5,1.2
49,7,1.5
50,7.5,1.2
51,7.5,1.2
52,7.5,1.2
53,7.0,1.5
54,7,1.5
55,7,1.5
56,7.5,1.2
57,7,1.5
58,7.5,1.2
59,7.2,1.5
60,7.5,1.2
61,7,1.5
62,7.2,0.8
63,7.5,1.2
64,7.5,1.2
65,7.5,1.2
66,7.0,1.5
67,7.5,1.2
68,7.5,1.2
69,7.5,1.2
70,7.5,1.2
71,7.5,1.2
72,7.5,1.2
73,7,1.5
74,7,1.5
75,7.0,1.5
76,7.5,1.2
77,7,1.5
78,7.5,1.2
79,7.5,1.2
80,7.0,1.5
81,7.0,0.8
82,7.5,1.2
83,7.5,1.2
84,7.5,1.2
85,7.5,1.2
86,7.0,1.5
87,7.5,1.2
88,7.5,1.2
89,7,1.5
90,7.0,1.5
91,7.5,1.2
92,7.5,1.2
93,7.0,1.5
94,7.5,1.2
95,7.5,1.2
96,7.5,1.2
97,7.5,1.0
98,7.0,1.5
99,7.5,1.2
100,7.5,1.2
