,mean,std
1,170.5,5.8
2,170.0,6.5
3,170,7
4,170,7
5,172.5,6.2
6,172.5,5.5
7,170,6
8,170,6
9,172.5,6.2
10,170,6.5
11,172.5,6.3
12,170.0,6.5
13,170.5,6.2
14,170.0,6.5
15,172.5,6.8
16,170,6
17,170.0,6.5
18,170.5,6.2
19,170.0,6.5
20,170.0,6.5
21,170,7
22,170,6
23,170,6.5
24,170.5,6.2
25,170.5,6.2
26,170.0,6.5
27,172.0,6.5
28,170.0,6.5
29,170.5,6.2
30,170.0,6.5
31,170.5,6.2
32,170,6
33,170.5,6.3
34,170.5,6.3
35,170.5,6.3
36,170.7,6.5
37,170,6.5
38,170.0,6.5
39,170,6
40,170,6
41,170,7
42,170.0,6.5
43,170,7
44,170,6
45,170.0,6.5
46,170,6
47,170.0,6.5
48,170.5,6.2
49,170.5,6.2
50,172,6.5
51,170,6
52,175,6.5
53,170.5,6.2
54,170.5,6.2
55,172.5,6.3
56,170.5,6.2
57,170.5,6.2
58,170.0,6.5
59,170.5,6.2
60,170,7
61,170,6
62,170.0,7.0
63,170.5,6.2
64,170,6.5
65,170.0,6.5
66,170.5,6.3
67,170,6
68,170,6.5
69,170.5,6.3
70,170,7
71,172,6
72,170,6.5
73,170,6
74,170.0,6.5
75,172,6
76,170,6
77,170.5,6.2
78,170.5,6.2
79,172.5,6.8
80,170.0,6.5
81,170.0,6.5
82,170,7
83,170.0,6.5
84,170,6.5
85,170.0,6.5
86,170,7
87,172,6
88,170,7
89,170,6
90,170,6
91,172,6
92,175,6
93,170.5,5.8
94,170.5,6.3
95,170,6
96,170,6.5
97,170.5,6.3
98,170.0,7.0
99,170,6.5
100,170,6
