,mean,std
1,150.0,20.0
2,150,20
3,150.0,20.0
4,150,15
5,150,20
6,150,20
7,150.0,15.0
8,150,20
9,150.0,20.0
10,150,20
11,150.0,20.0
12,150,20
13,150,20
14,150,20
15,150,20
16,150,20
17,150.0,20.0
18,150,15
19,150,20
20,150,20
21,150,20
22,150.5,20.2
23,150.5,20.3
24,150,15
25,150,15
26,150,20
27,150,20
28,150,20
29,150,20
30,150,20
31,150,20
32,150,20
33,150,20
34,150.0,20.0
35,150.0,15.0
36,150,20
37,150,20
38,150,20
39,150,20
40,150,20
41,150,20
42,150.0,15.0
43,150,20
44,100,15
45,150,15
46,110,15
47,150,15
48,150,20
49,150,20
50,150,20
51,150.0,15.0
52,120,15
53,150,20
54,150,20
55,150,15
56,150,30
57,150,15
58,150,15
59,150,20
60,150,15
61,150,20
62,150,15
63,150,20
64,150,20
65,150,15
66,150,30
67,150.0,20.0
68,150,20
69,150,20
70,150,20
71,150.0,20.0
72,150,20
73,150,20
74,150,20
75,150,20
76,120,15
77,150,15
78,150,30
79,150,20
80,150.0,15.0
81,120,15
82,150,20
83,150.0,15.0
84,150,20
85,150,15
86,150,15
87,150,30
88,150,30
89,150.0,20.0
90,150,15
91,150,20
92,150,20
93,150,20
94,150,20
95,120,15
96,150,20
97,150.0,20.0
98,150,15
99,150,20
100,150,30
