,mean,std
1,30,5
2,30,5
3,30,5
4,30,5
5,20,5
6,15,5
7,30,5
8,30,5
9,30,5
10,30,5
11,10.5,2.0
12,14.5,3.2
13,30,5
14,30,5
15,30,5
16,30,5
17,14.5,2.3
18,30,5
19,30,5
20,30,5
21,30.5,4.25
22,30,5
23,30,5
24,30,5
25,10.5,2.3
26,30,5
27,30,5
28,120,15
29,30,5
30,30,5
31,30,5
32,30,5
33,20,5
34,30,5
35,30,5
36,30,5
37,14.5,3.2
38,30,5
39,30,5
40,35,5
41,10,2
42,14.7,3.5
43,30,5
44,30,5
45,20,5
46,30,5
47,30.0,5.5
48,20,5
49,20,5
50,12.5,3.2
51,30,5
52,30,5
53,30,5
54,30,5
55,30,5
56,20,5
57,14,4
58,30,5
59,30,5
60,30,5
61,30,5
62,30,5
63,30,5
64,20,5
65,30.5,4.8
66,30,5
67,20,5
68,20,5
69,30.5,5.2
70,21,4
71,10,2
72,30,5
73,30,5
74,10.5,2.3
75,30,5
76,45.5,10.8
77,30,5
78,30,5
79,30,5
80,14,3.5
81,30,5
82,14.5,3.2
83,20,4
84,10.5,2.3
85,30,5
86,30,5
87,30,5
88,20.5,5.2
89,30,5
90,30.5,5.2
91,30,5
92,30,5
93,30,5
94,12,3
95,20,5
96,30,5
97,20.5,4.8
98,30,5
99,30,5
100,30,5
