,mean,std
1,45.0,3.5
2,50.0,5.0
3,45.0,3.5
4,50.0,5.0
5,45.0,3.5
6,50.0,5.0
7,50.0,5.0
8,50.0,5.0
9,50.0,2.5
10,50.0,2.5
11,30.0,5.0
12,50.0,2.5
13,50.0,5.0
14,50.0,5.0
15,50.0,5.0
16,50.0,5.0
17,45.0,5.2
18,50.0,5.0
19,50.5,2.3
20,50.0,5.0
21,50.0,5.0
22,50.0,5.0
23,50.0,2.5
24,50.0,5.0
25,50.0,5.0
26,50.0,5.0
27,50.0,5.0
28,50.0,5.0
29,45.0,3.5
30,50.0,3.0
31,45.0,3.2
32,50.0,5.0
33,50.0,5.0
34,50.0,5.0
35,20.5,1.2
36,50.0,5.0
37,50.0,5.0
38,50.0,5.0
39,50.0,5.0
40,50.0,5.0
41,50.0,5.0
42,50.0,5.0
43,50.0,5.0
44,50.0,2.5
45,50.0,5.0
46,50.0,5.0
47,50.0,5.0
48,50.0,5.0
49,50.0,3.5
50,50.0,5.0
51,50.0,5.0
52,50.5,3.2
53,50.0,5.0
54,50.0,5.0
55,50.0,5.0
56,50.0,5.0
57,50.0,5.0
58,50.0,5.0
59,45.0,5.0
60,50.0,5.0
61,50.0,5.0
62,12.5,1.2
63,50.0,5.0
64,50.0,5.0
65,50.0,5.0
66,50.0,5.0
67,50.0,5.0
68,50.0,5.0
69,50.0,5.0
70,50.0,5.0
71,50.0,5.0
72,50.0,5.0
73,50.0,5.0
74,50.0,5.0
75,50.0,5.0
76,50.0,5.0
77,50.0,5.0
78,50.0,5.0
79,50.0,5.0
80,45.0,2.5
81,50.0,5.0
82,50.0,5.0
83,45.5,3.2
84,50.0,5.0
85,50.0,5.0
86,50.0,5.0
87,50.0,5.0
88,50.0,5.0
89,50.0,5.0
90,50.0,5.0
91,50.0,5.0
92,50.0,5.0
93,50.0,5.0
94,50.0,5.0
95,50.0,5.0
96,50.0,2.5
97,50.0,5.0
98,50.0,5.0
99,50.0,5.0
100,50.0,5.0
