,mean,std
1,100.0,2.0
2,50.0,2.0
3,50.0,2.0
4,50.0,2.0
5,50.0,2.5
6,50.0,2.0
7,50.0,2.5
8,50.0,2.0
9,50.0,2.0
10,50.0,5.0
11,50.0,2.5
12,50.0,1.5
13,50.0,2.5
14,50.0,2.0
15,50.0,2.0
16,50.0,2.0
17,50.0,1.5
18,50.0,2.0
19,50.0,2.0
20,50.0,1.5
21,50.0,2.0
22,50.0,2.5
23,50.0,2.0
24,50.0,2.5
25,50.0,2.0
26,50.0,1.5
27,50.0,1.5
28,50.0,2.0
29,50.0,1.5
30,50.0,2.0
31,50.0,2.0
32,50.0,2.0
33,50.0,2.0
34,50.0,2.0
35,150.0,10.0
36,50.0,2.5
37,50.0,2.0
38,50.0,1.5
39,50.0,2.0
40,50.0,5.0
41,50.0,2.0
42,50.0,1.5
43,50.0,2.0
44,50.0,2.5
45,50.0,2.5
46,50.0,2.0
47,50.0,2.0
48,50.0,1.5
49,100.0,2.0
50,50.0,5.0
51,50.0,1.5
52,50.0,2.0
53,50.0,2.0
54,50.0,10.0
55,50.0,2.0
56,50.0,1.2
57,50.0,2.0
58,50.0,2.0
59,50.0,2.0
60,50.0,2.0
61,50.0,2.0
62,50.0,2.0
63,50.5,2.3
64,50.0,2.0
65,50.0,2.0
66,50.0,1.5
67,50.0,2.5
68,50.0,2.0
69,50.0,2.5
70,50.0,1.5
71,50.0,2.0
72,50.0,2.0
73,50.0,2.5
74,50.0,2.0
75,50.0,1.5
76,50.0,2.5
77,50.0,1.5
78,50.0,2.0
79,50.0,2.0
80,50.0,5.0
81,50.0,1.5
82,50.0,2.0
83,50.0,2.0
84,50.0,2.0
85,50.0,2.0
86,50.0,2.0
87,50.0,2.0
88,50.0,2.0
89,50.0,3.0
90,50.0,2.0
91,50.0,2.0
92,50.0,2.0
93,50.0,2.0
94,50.0,2.0
95,50.0,5.0
96,50.0,1.5
97,50.0,1.5
98,50.0,1.5
99,50.0,1.5
100,50.0,2.0
