,mean,std
1,10.0,1.5
2,5.2,0.8
3,5.4,0.6
4,5.0,0.2
5,10.2,0.5
6,10.0,2.5
7,5.0,0.5
8,10.0,1.5
9,2.5,0.4
10,5.5,0.2
11,2.5,0.4
12,5.2,0.3
13,5.0,0.2
14,5.5,0.8
15,5.2,0.4
16,10.5,0.8
17,10.5,1.2
18,10.5,0.8
19,2.5,0.4
20,5.0,0.8
21,5.5,0.8
22,5.2,0.8
23,5.0,0.8
24,10.5,2.3
25,10.0,0.5
26,5.2,0.3
27,10.0,2.5
28,5.2,0.8
29,3.2,0.5
30,1.5,0.2
31,5.2,0.45
32,10.0,2.0
33,5.2,0.3
34,5.0,0.5
35,5.4,0.3
36,10.5,1.2
37,10.0,1.5
38,5.5,0.8
39,5.2,0.45
40,12.0,2.5
41,5.5,1.2
42,5.2,0.45
43,10.0,2.0
44,10.0,2.0
45,5.5,0.8
46,10.5,0.4
47,2.5,0.4
48,5.5,0.3
49,5.2,0.3
50,2.5,0.4
51,5.0,0.8
52,5.2,0.45
53,5.0,0.2
54,10.5,2.3
55,5.4,0.8
56,5.0,0.4
57,5.0,0.5
58,5.0,0.2
59,1.75,0.05
60,5.5,0.8
61,5.2,0.4
62,10.5,1.2
63,10.5,1.8
64,10.5,1.2
65,5.2,0.3
66,5.2,0.35
67,50.0,0.5
68,5.0,0.5
69,50.0,5.0
70,5.5,0.8
71,2.75,0.35
72,2.5,0.4
73,5.5,0.8
74,10.5,1.2
75,1.5,0.2
76,10.5,2.0
77,3.5,0.2
78,5.2,0.45
79,50.0,8.0
80,5.2,0.45
81,5.0,0.8
82,10.5,1.2
83,5.0,0.5
84,5.0,0.5
85,5.2,0.4
86,5.2,0.4
87,10.5,1.2
88,10.5,1.2
89,2.5,0.4
90,5.5,0.3
91,5.5,0.8
92,12.5,2.3
93,5.2,0.4
94,10.5,1.25
95,2.5,0.3
96,10.5,1.2
97,5.0,1.2
98,10.0,1.5
99,10.0,0.5
100,10.0,2.5
