,mean,std
1,36.8,0.6
2,36.8,0.6
3,36.5,0.7
4,36.8,0.6
5,36.5,0.7
6,36.8,0.6
7,36.7,0.7
8,36.5,0.7
9,36.7,0.7
10,36.8,0.5
11,36.8,0.6
12,37.0,0.5
13,36.8,0.6
14,36.5,0.7
15,36.5,0.7
16,36.5,0.7
17,36.8,0.6
18,36.8,0.5
19,36.5,0.7
20,36.8,0.7
21,36.5,0.7
22,37.0,0.5
23,36.8,0.6
24,36.8,0.6
25,36.5,0.7
26,36.5,0.7
27,36.5,0.7
28,36.5,0.7
29,36.5,0.7
30,37.0,0.5
31,36.5,0.7
32,36.8,0.7
33,36.5,0.7
34,36.8,0.5
35,36.5,0.7
36,36.8,0.7
37,36.5,0.7
38,36.5,0.7
39,36.5,0.7
40,36.6,0.5
41,36.7,0.7
42,36.6,0.5
43,36.5,0.7
44,36.5,0.7
45,36.5,0.7
46,36.8,0.6
47,36.8,0.6
48,36.5,0.7
49,36.8,0.6
50,36.5,0.7
51,36.8,0.7
52,36.5,0.7
53,36.8,0.6
54,37.0,0.5
55,37.0,0.5
56,36.8,0.5
57,36.8,0.6
58,36.5,0.7
59,36.5,0.7
60,36.8,0.6
61,36.5,0.7
62,36.5,0.7
63,36.5,0.7
64,36.5,0.7
65,36.8,0.6
66,36.5,0.7
67,36.8,0.6
68,36.8,0.5
69,36.5,0.7
70,36.8,0.6
71,37.0,0.5
72,36.8,0.6
73,36.8,0.5
74,36.8,0.7
75,36.5,0.7
76,36.8,0.5
77,36.8,0.6
78,36.8,0.7
79,36.5,0.7
80,36.7,0.7
81,36.8,0.6
82,36.5,0.7
83,36.5,0.7
84,36.5,0.7
85,36.8,0.6
86,36.5,0.7
87,36.8,0.6
88,36.5,0.7
89,36.5,0.7
90,36.5,0.7
91,36.8,0.6
92,36.8,0.6
93,36.5,0.7
94,36.8,0.6
95,36.8,0.6
96,36.8,0.6
97,36.5,0.7
98,36.5,0.7
99,36.8,0.7
100,36.5,0.7
