,mean,std
1,50.0,2.0
2,50.0,1.5
3,50.0,2.0
4,50.0,1.5
5,50.0,2.0
6,50.0,10.0
7,50.0,2.0
8,50.0,1.5
9,50.5,1.2
10,50.0,2.0
11,50.0,2.0
12,50.0,2.0
13,50.0,2.0
14,50.0,2.0
15,50.0,2.0
16,50.0,5.0
17,50.0,2.0
18,50.0,2.0
19,50.0,2.0
20,50.0,2.0
21,50.0,2.5
22,50.0,5.0
23,50.0,2.0
24,50.0,2.0
25,50.0,2.0
26,50.0,2.0
27,50.0,2.0
28,50.0,2.0
29,50.0,1.5
30,50.0,10.0
31,50.0,2.0
32,50.0,2.0
33,50.0,2.0
34,50.0,2.0
35,50.0,2.0
36,50.0,2.0
37,50.0,2.0
38,50.0,1.5
39,50.0,2.0
40,50.0,5.0
41,50.0,2.0
42,50.0,2.0
43,50.0,2.0
44,50.0,2.0
45,50.0,1.5
46,50.0,2.0
47,50.0,2.0
48,50.0,1.5
49,50.0,2.0
50,50.0,2.0
51,50.0,1.5
52,50.0,5.0
53,50.0,2.0
54,50.0,2.0
55,50.0,0.5
56,50.0,2.0
57,50.0,2.0
58,50.0,1.5
59,50.0,2.0
60,50.0,1.5
61,50.0,2.0
62,50.0,2.0
63,50.0,2.0
64,50.0,2.0
65,50.0,2.5
66,50.0,1.5
67,50.0,2.0
68,50.0,2.0
69,50.0,1.5
70,50.0,2.0
71,50.0,5.0
72,50.0,5.0
73,50.0,2.0
74,50.0,2.0
75,50.0,2.0
76,50.0,1.5
77,50.0,2.0
78,50.0,1.5
79,50.0,2.0
80,50.0,2.0
81,50.0,1.5
82,50.0,2.0
83,50.0,2.0
84,50.0,2.0
85,50.0,2.0
86,50.0,2.0
87,50.0,2.0
88,50.0,1.5
89,50.0,2.5
90,50.0,2.0
91,50.0,1.5
92,50.0,2.0
93,50.0,2.5
94,50.0,2.0
95,50.0,2.0
96,100.0,2.0
97,50.0,2.0
98,50.0,2.0
99,50.0,2.0
100,50.0,5.0
