,mean,std
1,70.0,10.0
2,75.0,10.0
3,75.0,10.0
4,75.0,10.0
5,80.0,10.0
6,75.0,10.0
7,70.0,10.0
8,70.0,10.0
9,80.0,10.0
10,75.0,10.0
11,70.0,10.0
12,75.0,10.0
13,72.5,10.4
14,65.0,10.0
15,68.0,15.0
16,70.0,10.0
17,70.0,15.0
18,75.0,10.0
19,70.0,10.0
20,70.0,10.0
21,72.4,10.2
22,70.0,10.0
23,70.0,10.0
24,80.0,10.0
25,70.0,10.0
26,75.0,10.0
27,68.0,15.0
28,70.0,10.0
29,70.0,10.0
30,72.0,15.0
31,70.0,10.0
32,70.0,10.0
33,75.0,10.0
34,80.0,10.0
35,78.5,10.2
36,68.0,10.0
37,70.0,10.0
38,70.0,10.0
39,72.0,15.0
40,70.0,10.0
41,75.0,10.0
42,70.0,10.0
43,80.0,10.0
44,70.0,10.0
45,75.0,10.0
46,75.0,10.0
47,75.0,10.0
48,68.0,10.0
49,70.0,10.0
50,70.0,10.0
51,70.0,10.0
52,75.0,10.0
53,80.0,10.0
54,70.0,10.0
55,70.0,10.0
56,75.0,10.0
57,70.0,10.0
58,70.0,10.0
59,70.0,10.0
60,75.0,10.0
61,80.0,10.0
62,70.0,10.0
63,70.0,10.0
64,70.0,15.0
65,70.0,10.0
66,75.0,10.0
67,75.0,10.0
68,68.0,10.0
69,75.0,10.0
70,70.0,10.0
71,75.0,10.0
72,70.0,10.0
73,70.0,10.0
74,70.0,10.0
75,70.0,10.0
76,70.0,10.0
77,75.0,10.0
78,70.0,10.0
79,75.0,10.0
80,75.0,10.0
81,70.0,10.0
82,75.0,10.0
83,75.0,10.0
84,70.0,10.0
85,75.0,10.0
86,70.0,10.0
87,75.0,10.0
88,75.0,10.0
89,70.0,10.0
90,80.0,10.0
91,70.5,10.2
92,70.0,10.0
93,70.0,10.0
94,72.0,10.0
95,70.0,10.0
96,70.0,10.0
97,75.0,10.0
98,75.0,10.0
99,70.0,10.0
100,75.0,10.0
