,mean,std
1,500,30
2,120,15
3,50,5
4,100,15
5,120,15
6,100,15
7,100,15
8,150,20
9,100,15
10,100,15
11,120,15
12,1500,100
13,100,15
14,100,15
15,100,15
16,100,15
17,100,15
18,120,15
19,120,15
20,2000,300
21,100,15
22,100,15
23,500,50
24,15000,500
25,1000,50
26,100,15
27,120.5,15.3
28,1500,200
29,1500,200
30,100,15
31,100,15
32,100,15
33,1000,120
34,1200,200
35,500,50
36,500,100
37,1500,200
38,500,100
39,1500,300
40,1500,200
41,100,15
42,10000,1200
43,1200,150
44,1500,200
45,100,15
46,100,15
47,1000,50
48,500,50
49,120,15
50,1500,200
51,1000,200
52,100,15
53,1000,100
54,1000,50
55,100,15
56,1200,100
57,200,20
58,500,50
59,50,10
60,100,15
61,100,15
62,100,15
63,100,15
64,100,15
65,500,50
66,50.0,10.0
67,100,15
68,100,15
69,100,15
70,500,30
71,500,50
72,100.0,15.0
73,500,50
74,100,15
75,100,15
76,100,15
77,100,15
78,120,15
79,1500,200
80,120,15
81,100,15
82,100,15
83,100.0,15.0
84,200,15
85,100,15
86,100,15
87,1000,150
88,100,15
89,100,15
90,100.0,15.0
91,150.5,20.3
92,100,15
93,100,15
94,2000,200
95,1000,200
96,1000,200
97,100,15
98,100,15
99,150,20
100,100,15
