,mean,std
1,68.0,10.0
2,70.0,10.0
3,75.0,10.0
4,65.0,10.0
5,70.5,10.2
6,80.0,10.0
7,68.0,10.0
8,78.0,10.5
9,80.0,10.0
10,65.0,10.0
11,70.0,10.0
12,70.0,10.0
13,70.0,10.0
14,78.0,10.0
15,70.0,10.0
16,75.0,10.0
17,68.0,10.0
18,70.0,10.0
19,75.0,10.0
20,65.0,10.0
21,70.0,10.0
22,70.0,10.0
23,80.0,10.0
24,70.0,10.0
25,75.0,10.0
26,68.0,10.0
27,85.0,10.0
28,75.0,10.0
29,80.0,10.0
30,70.0,10.0
31,75.0,10.0
32,75.0,10.0
33,70.0,10.0
34,70.0,15.0
35,75.0,10.0
36,65.0,10.0
37,72.0,6.5
38,75.0,10.0
39,65.0,10.0
40,75.0,10.0
41,80.0,10.0
42,67.5,8.2
43,75.0,10.0
44,70.0,10.0
45,80.0,10.0
46,75.0,10.0
47,68.0,10.0
48,68.0,10.0
49,70.0,10.0
50,75.0,10.0
51,75.0,10.0
52,80.0,10.0
53,72.5,6.8
54,65.0,10.0
55,80.0,10.0
56,75.0,10.0
57,75.0,10.0
58,70.0,10.0
59,68.0,10.0
60,72.0,5.0
61,75.0,10.0
62,70.0,10.0
63,68.0,10.0
64,70.0,10.0
65,75.0,10.0
66,70.0,10.0
67,70.0,10.0
68,75.0,10.0
69,75.0,10.0
70,70.0,10.0
71,68.0,10.0
72,67.5,8.2
73,80.0,10.0
74,75.0,10.0
75,75.0,10.0
76,75.0,10.0
77,68.0,10.0
78,70.0,10.0
79,80.0,10.0
80,70.5,10.2
81,65.0,10.0
82,70.0,10.0
83,70.0,10.0
84,75.0,10.0
85,70.0,10.0
86,70.0,10.0
87,70.0,10.0
88,68.0,15.0
89,80.0,10.0
90,68.0,10.0
91,68.5,10.2
92,70.0,10.0
93,68.4,9.7
94,70.0,10.0
95,72.5,10.2
96,70.0,10.0
97,70.0,10.0
98,75.0,10.0
99,68.0,10.0
100,75.0,10.0
