,mean,std
1,3.5,0.8
2,3.25,0.5
3,4.5,0.8
4,5.2,0.8
5,2.5,0.4
6,4.5,0.6
7,4.5,0.8
8,3.2,0.5
9,3.5,0.8
10,3.5,0.8
11,3.5,0.4
12,4.2,0.5
13,3.5,0.8
14,3.5,0.8
15,4.2,0.5
16,4.5,0.6
17,3.5,0.8
18,5.2,1.6
19,4.2,0.5
20,5.2,0.7
21,4.2,1.5
22,4.2,0.5
23,6.8,2.5
24,5.2,0.4
25,3.5,0.8
26,3.5,0.8
27,4.8,0.5
28,5.2,0.8
29,3.5,0.8
30,4.5,0.8
31,3.5,0.8
32,3.5,0.8
33,4.5,1.2
34,2.5,0.3
35,4.5,0.8
36,5.2,1.6
37,4.5,1.2
38,4.5,0.6
39,3.2,0.5
40,4.2,0.5
41,4.5,0.6
42,4.5,0.8
43,3.5,0.8
44,4.5,0.8
45,3.5,0.6
46,5.2,0.8
47,4.2,0.5
48,3.5,0.8
49,4.2,0.5
50,4.5,0.8
51,5.2,0.8
52,4.5,0.6
53,4.2,0.5
54,4.2,0.5
55,3.5,0.8
56,4.2,0.5
57,3.5,0.8
58,3.5,0.8
59,5.2,0.8
60,3.7,0.45
61,4.5,0.75
62,3.6,0.5
63,4.5,0.8
64,3.5,0.8
65,3.5,0.8
66,3.5,0.8
67,3.5,0.8
68,4.2,0.5
69,4.5,0.8
70,4.5,0.6
71,3.7,0.5
72,3.7,0.5
73,5.2,0.8
74,4.2,0.5
75,3.5,0.8
76,3.5,0.8
77,3.5,0.8
78,4.5,0.8
79,3.2,0.5
80,5.2,0.8
81,4.6,0.5
82,4.5,0.6
83,3.2,0.5
84,4.5,0.8
85,3.5,0.6
86,3.8,0.5
87,4.5,0.8
88,3.6,0.5
89,3.5,0.6
90,4.5,0.8
91,4.5,0.6
92,3.5,0.5
93,3.5,0.8
94,4.5,0.8
95,4.7,0.8
96,4.6,0.5
97,4.2,0.5
98,5.2,0.8
99,4.5,0.8
100,3.5,0.8
