,mean,std
1,15.0,2.5
2,12.5,3.2
3,15.5,3.2
4,20.5,3.2
5,15.5,1.2
6,15.4,2.5
7,10.5,2.7
8,15.0,4.5
9,12.5,1.8
10,15.2,2.5
11,15.5,3.2
12,12.0,1.5
13,15.0,1.5
14,15.5,3.2
15,15.5,3.2
16,15.0,3.5
17,20.5,4.2
18,15.5,3.2
19,15.0,3.5
20,15.5,1.2
21,15.5,3.2
22,15.6,1.2
23,10.5,2.0
24,15.0,3.5
25,15.6,3.2
26,8.5,1.2
27,15.5,1.2
28,10.5,2.3
29,15.5,1.2
30,15.5,3.2
31,15.0,2.0
32,15.6,1.3
33,15.5,2.3
34,12.5,2.3
35,12.5,2.3
36,15.5,3.2
37,15.5,3.2
38,15.5,1.2
39,20.5,3.2
40,15.0,1.5
41,15.5,3.2
42,15.5,1.2
43,15.0,2.0
44,15.0,3.5
45,15.5,1.2
46,15.5,2.1
47,10.5,2.0
48,15.5,1.2
49,12.5,1.8
50,12.0,2.0
51,12.5,3.2
52,15.5,1.2
53,15.2,3.5
54,15.2,2.5
55,15.0,3.2
56,15.0,2.0
57,15.5,1.2
58,15.0,1.2
59,15.2,2.5
60,15.5,1.2
61,15.5,2.0
62,15.5,3.2
63,10.5,2.0
64,15.0,3.5
65,10.5,1.2
66,12.5,1.8
67,15.5,2.3
68,15.0,3.2
69,12.0,3.5
70,15.0,3.5
71,15.0,3.5
72,15.0,4.5
73,15.0,2.5
74,15.5,1.2
75,15.5,2.3
76,15.5,1.8
77,15.0,3.0
78,15.5,2.3
79,15.5,1.2
80,15.0,2.5
81,20.0,3.0
82,20.0,3.0
83,12.5,2.3
84,15.0,3.5
85,15.5,2.3
86,15.5,2.8
87,15.0,1.5
88,15.7,3.2
89,10.5,2.0
90,15.5,3.2
91,15.6,2.3
92,15.5,2.3
93,12.5,1.2
94,15.0,4.0
95,15.5,3.2
96,12.5,1.8
97,15.5,1.2
98,15.5,1.2
99,15.5,1.2
100,15.0,1.5
