,mean,std
1,150.0,10.0
2,100.0,2.5
3,500.0,50.0
4,150.0,15.0
5,100.0,5.0
6,150.0,10.0
7,150.0,20.0
8,150.0,10.0
9,150.0,10.0
10,150.0,10.0
11,150.0,5.0
12,150.0,10.0
13,150.0,10.0
14,150.0,5.0
15,150.0,20.0
16,150.0,5.0
17,150.0,10.0
18,150.0,10.0
19,100.0,5.0
20,150.0,2.5
21,50.0,2.5
22,150.0,10.0
23,150.0,10.0
24,120.5,2.3
25,100.0,5.0
26,150.0,10.0
27,150.0,10.0
28,500.0,10.0
29,100.0,15.0
30,50.0,2.5
31,150.0,5.0
32,150.5,2.8
33,100.0,10.0
34,100.0,5.0
35,100.0,5.0
36,100.0,15.0
37,150.0,10.0
38,150.0,10.0
39,150.0,2.5
40,50.0,2.5
41,50.0,5.0
42,50.0,2.5
43,50.0,2.5
44,150.0,20.0
45,500.0,10.0
46,50.0,2.5
47,100.0,5.0
48,150.0,5.0
49,50.0,2.5
50,50.0,2.5
51,150.0,5.0
52,150.0,20.0
53,150.0,10.0
54,100.0,5.0
55,100.0,10.0
56,150.0,10.0
57,150.0,2.5
58,100.0,5.0
59,100.0,5.0
60,150.0,20.0
61,150.5,2.3
62,150.2,2.5
63,150.0,20.0
64,150.0,15.0
65,150.0,5.0
66,100.0,5.0
67,50.0,5.0
68,150.0,5.0
69,100.0,2.5
70,100.0,5.0
71,150.0,10.0
72,150.0,20.0
73,150.0,2.5
74,150.0,15.0
75,150.0,10.0
76,150.0,10.0
77,150.0,20.0
78,100.0,5.0
79,150.0,10.0
80,150.0,15.0
81,150.0,8.0
82,150.0,15.0
83,150.0,20.0
84,150.0,15.0
85,50.0,2.5
86,50.0,5.0
87,150.0,5.0
88,150.0,2.5
89,100.0,2.5
90,150.0,10.0
91,150.0,2.5
92,150.0,10.0
93,100.0,2.5
94,150.0,2.5
95,150.0,20.0
96,50.0,2.5
97,150.0,10.0
98,50.0,2.5
99,150.0,10.0
100,500.0,10.0
