,mean,std
1,120.0,15.0
2,250.0,15.0
3,120.0,15.0
4,250.0,30.0
5,250.0,15.0
6,350.0,50.0
7,120.0,25.0
8,420.0,30.0
9,250.0,50.0
10,250.0,30.0
11,250.0,50.0
12,120.0,30.0
13,250.0,30.0
14,250.0,50.0
15,250.0,15.0
16,250.0,15.0
17,420.0,30.0
18,250.0,50.0
19,250.0,15.0
20,120.0,15.0
21,120.0,30.0
22,120.0,15.0
23,120.0,15.0
24,250.0,30.0
25,120.0,15.0
26,120.0,15.0
27,120.0,15.0
28,120.0,15.0
29,120.0,15.0
30,110.0,15.0
31,120.0,15.0
32,120.0,15.0
33,250.0,35.0
34,250.0,30.0
35,250.0,30.0
36,120.0,30.0
37,150.0,30.0
38,250.0,50.0
39,120.0,30.0
40,250.0,50.0
41,350.0,50.0
42,120.0,15.0
43,120.0,15.0
44,200.0,50.0
45,150.0,30.0
46,120.0,30.0
47,250.0,30.0
48,280.0,50.0
49,120.0,15.0
50,250.0,50.0
51,120.0,15.0
52,200.0,30.0
53,250.0,30.0
54,110.0,20.0
55,500.0,50.0
56,120.0,15.0
57,120.0,15.0
58,120.0,15.0
59,250.0,15.0
60,120.0,15.0
61,250.0,30.0
62,120.0,30.0
63,250.0,50.0
64,120.0,30.0
65,150.0,30.0
66,120.0,15.0
67,250.0,50.0
68,250.0,30.0
69,150.0,30.0
70,250.0,15.0
71,350.0,50.0
72,120.0,15.0
73,350.0,50.0
74,500.0,50.0
75,250.0,50.0
76,120.0,15.0
77,150.0,30.0
78,120.0,15.0
79,500.0,50.0
80,250.0,30.0
81,500.0,30.0
82,120.0,15.0
83,280.0,45.0
84,120.0,15.0
85,350.0,50.0
86,250.0,15.0
87,120.0,30.0
88,350.0,50.0
89,250.0,50.0
90,120.0,15.0
91,120.0,15.0
92,120.0,15.0
93,120.0,15.0
94,350.0,50.0
95,300.0,50.0
96,250.0,50.0
97,250.0,30.0
98,150.0,30.0
99,350.0,30.0
100,120.0,15.0
