,mean,std
1,50.0,2.5
2,100.0,2.5
3,50.0,2.5
4,50.0,1.5
5,50.0,2.5
6,50.0,1.5
7,50.0,2.5
8,50.0,2.5
9,50.0,2.0
10,50.0,2.5
11,50.0,1.5
12,50.0,2.5
13,50.0,2.5
14,50.0,2.5
15,50.0,2.5
16,50.0,1.5
17,50.0,2.5
18,50.0,5.0
19,50.0,2.5
20,100.0,2.5
21,50.0,2.5
22,50.0,1.5
23,100.0,2.0
24,50.0,2.0
25,50.0,1.5
26,50.0,2.0
27,50.0,2.5
28,50.0,2.5
29,50.0,2.5
30,50.0,2.0
31,50.0,2.5
32,50.0,2.5
33,50.0,2.0
34,50.0,2.5
35,50.0,2.5
36,50.0,2.5
37,50.0,2.5
38,100.0,2.5
39,50.0,2.5
40,50.0,2.5
41,50.0,2.5
42,50.0,2.0
43,50.0,2.5
44,100.0,5.0
45,50.0,1.5
46,100.0,2.5
47,50.0,2.5
48,50.0,1.5
49,50.0,2.5
50,50.0,5.0
51,50.0,5.0
52,50.0,2.5
53,50.0,2.5
54,50.0,2.5
55,50.0,2.5
56,50.0,2.5
57,50.0,2.5
58,50.0,1.5
59,50.0,2.5
60,50.0,2.0
61,50.0,2.5
62,50.0,2.5
63,50.0,2.5
64,50.0,2.5
65,50.0,2.5
66,50.0,2.5
67,50.0,2.0
68,50.0,1.2
69,50.0,2.5
70,50.0,1.5
71,50.0,2.5
72,50.0,2.5
73,50.0,2.0
74,100.0,2.5
75,50.0,1.5
76,50.0,2.5
77,50.0,2.5
78,50.0,2.5
79,100.0,2.5
80,50.0,2.5
81,50.0,2.5
82,50.0,1.5
83,50.0,2.5
84,50.0,2.5
85,50.0,5.0
86,50.0,2.5
87,50.0,4.5
88,50.0,1.5
89,50.0,2.5
90,50.0,5.0
91,50.0,2.5
92,100.0,2.5
93,50.0,2.5
94,100.0,2.5
95,50.0,1.5
96,50.0,2.5
97,50.0,2.5
98,50.0,5.0
99,50.0,2.5
100,50.0,2.5
