,mean,std
1,1000.0,50.0
2,100.0,10.0
3,100.0,10.0
4,100.0,10.0
5,100.0,10.0
6,100.0,10.0
7,100.0,10.0
8,100.0,15.0
9,100.0,10.0
10,100.0,10.0
11,100.0,10.0
12,100.0,10.0
13,100.0,10.0
14,150.0,10.0
15,100.0,10.0
16,100.0,10.0
17,100.0,10.0
18,100.0,10.0
19,100.0,10.0
20,100.0,10.0
21,100.0,10.0
22,100.0,5.0
23,150.0,10.0
24,100.0,10.0
25,100.0,10.0
26,100.0,10.0
27,100.0,10.0
28,100.0,10.0
29,150.0,10.0
30,150.0,10.0
31,100.5,5.2
32,100.0,10.0
33,1000.0,10.0
34,100.0,10.0
35,1000.0,10.0
36,100.0,10.0
37,100.0,10.0
38,120.0,10.0
39,100.0,10.0
40,100.0,10.0
41,100.0,10.0
42,100.0,10.0
43,150.0,10.0
44,100.0,10.0
45,100.0,10.0
46,100.0,10.0
47,100.0,10.0
48,100.0,10.0
49,100.0,15.0
50,100.0,10.0
51,100.0,10.0
52,100.0,10.0
53,1000.0,15.0
54,100.0,5.0
55,100.0,15.0
56,100.0,10.0
57,100.0,10.0
58,100.0,10.0
59,100.0,10.0
60,100.5,5.2
61,100.0,5.0
62,150.0,10.0
63,100.0,10.0
64,100.0,10.0
65,100.0,10.0
66,100.0,10.0
67,100.0,5.0
68,100.0,10.0
69,100.0,10.0
70,100.0,10.0
71,100.0,10.0
72,100.0,10.0
73,100.0,5.0
74,100.0,10.0
75,100.0,10.0
76,100.0,10.0
77,100.0,10.0
78,100.0,10.0
79,100.0,10.0
80,100.0,10.0
81,1000.0,50.0
82,100.0,10.0
83,100.0,10.0
84,150.0,10.0
85,150.0,10.0
86,100.0,10.0
87,100,10
88,100,10
89,100,10
90,150,10
91,100,10
92,100,10
93,100,10
94,100,10
95,100,10
96,100,5
97,100,10
98,100.0,10.0
99,100,10
100,100,10
