,mean,std
1,8.5,1.2
2,8.5,1.2
3,8.5,0.4
4,8.5,1.2
5,15.5,1.2
6,8.5,1.2
7,45.0,3.2
8,8.2,1.5
9,8.5,1.2
10,8.5,0.75
11,8.5,1.2
12,8.5,1.2
13,8.2,0.5
14,10.5,1.2
15,8.5,1.2
16,8.5,1.2
17,15.5,1.2
18,8.5,1.2
19,8.5,1.2
20,10.5,1.2
21,8.5,1.2
22,8.5,1.2
23,8.5,1.3
24,8.5,1.2
25,8.5,1.2
26,10.2,1.5
27,8.5,1.2
28,8.5,1.2
29,10.5,1.2
30,9.5,1.2
31,8.5,1.2
32,10.5,1.2
33,8.5,1.2
34,10.5,1.2
35,8.5,1.2
36,8.5,1.2
37,10.5,1.2
38,8.5,1.2
39,10.5,2.0
40,10.5,1.2
41,10.5,1.2
42,8.5,1.2
43,8.2,0.5
44,8.5,1.2
45,20.5,1.8
46,12.5,1.8
47,10.5,1.2
48,8.5,1.2
49,8.5,1.2
50,8.5,1.2
51,8.5,1.2
52,8.5,1.2
53,10.5,2.3
54,8.5,2.3
55,8.5,1.2
56,15.5,1.2
57,8.5,1.2
58,8.5,1.2
59,15.2,1.8
60,8.5,1.2
61,15.8,1.2
62,8.5,1.2
63,8.5,1.2
64,8.5,1.2
65,8.5,1.2
66,10.5,1.2
67,8.5,1.2
68,8.5,1.2
69,8.5,1.2
70,8.5,1.2
71,9.5,1.2
72,8.5,1.2
73,50.5,4.2
74,8.5,1.2
75,8.5,1.2
76,8.5,1.2
77,8.5,1.2
78,8.5,1.2
79,8.5,1.2
80,10.5,1.2
81,10.5,1.2
82,8.5,1.2
83,8.5,1.2
84,8.5,1.2
85,8.5,1.2
86,12.5,1.8
87,8.5,1.2
88,10.5,1.2
89,8.5,1.2
90,8.5,1.2
91,8.5,1.2
92,8.5,1.2
93,15.32,1.76
94,10.5,1.2
95,10.5,1.2
96,10.5,1.2
97,10.5,1.2
98,15.5,1.2
99,8.5,1.3
100,8.5,1.2
