,mean,std
1,30.5,5.2
2,25.0,5.0
3,30.0,5.0
4,30.0,5.0
5,30.0,5.0
6,30.0,5.0
7,30.0,5.0
8,30.0,5.0
9,30.5,5.2
10,20.0,5.0
11,30.0,5.0
12,30.5,5.2
13,20.5,3.2
14,30.0,5.0
15,30.0,5.0
16,30.0,5.0
17,20.0,5.0
18,8.5,2.3
19,20.5,4.8
20,30.0,5.0
21,10.0,3.0
22,30.5,5.2
23,30.0,5.0
24,30.0,5.0
25,30.0,5.0
26,30.0,5.0
27,9.5,2.3
28,10.5,3.2
29,30.5,5.2
30,30.0,5.0
31,30.0,5.0
32,30.0,5.0
33,30.0,5.0
34,30.0,5.0
35,30.0,5.0
36,30.0,5.0
37,20.5,4.7
38,30.0,5.0
39,30.0,5.0
40,30.5,5.2
41,30.5,4.2
42,21.5,4.3
43,20.5,4.7
44,30.0,5.0
45,30.0,5.0
46,30.0,5.0
47,30.0,5.0
48,20.5,5.2
49,20.0,5.0
50,30.0,5.0
51,30.0,5.0
52,30.5,5.2
53,30.0,5.0
54,30.0,5.5
55,30.0,5.0
56,15.0,4.0
57,30.0,5.0
58,30.5,5.2
59,15.0,4.5
60,30.5,5.6
61,20.0,5.0
62,30.0,5.0
63,30.0,5.0
64,30.0,5.0
65,70.0,10.0
66,30.0,5.0
67,30.0,5.0
68,30.0,5.0
69,30.0,5.0
70,30.5,5.2
71,30.0,6.0
72,30.0,5.0
73,30.5,6.7
74,15.0,3.5
75,30.0,5.0
76,10.5,2.3
77,30.0,5.0
78,30.0,5.0
79,30.0,5.0
80,20.0,5.0
81,30.0,5.0
82,30.5,5.2
83,30.0,5.0
84,30.0,5.0
85,30.0,5.0
86,30.0,5.0
87,20.0,5.0
88,30.0,5.0
89,30.0,5.0
90,34.2,7.5
91,30.0,5.0
92,20.0,5.0
93,10.5,3.2
94,30.5,5.2
95,30.0,5.0
96,30.0,5.0
97,30.5,4.2
98,30.0,5.0
99,30.0,5.0
100,30.0,5.0
