,mean,std
1,4.2,2.5
2,4.5,1.2
3,4,1.5
4,4.5,1.2
5,4.5,1.8
6,4.5,1.2
7,4.5,1.2
8,4.5,1.2
9,4.5,1.2
10,4.0,1.5
11,4.5,1.2
12,4.5,1.2
13,4.5,1.2
14,4.2,1.5
15,4.5,1.2
16,4.5,1.2
17,4.5,2.3
18,4.5,1.2
19,4.5,1.3
20,4,1.5
21,4.5,1.2
22,4.5,1.3
23,3,1.5
24,5.2,1.7
25,4.5,1.2
26,4.5,1.2
27,4.5,1.2
28,3.5,1.2
29,4.5,1.2
30,4.5,1.2
31,4.0,1.5
32,4.5,1.3
33,4.5,1.2
34,4.5,1.3
35,3.5,1.2
36,4.5,1.2
37,4.5,1.2
38,4.5,1.8
39,4.5,1.2
40,4,1.5
41,4.5,1.2
42,4.5,1.2
43,4.5,1.2
44,4.5,1.2
45,4.5,1.2
46,4.0,1.5
47,4,1.5
48,4,1.5
49,4.5,1.2
50,3.5,1.2
51,4.5,1.2
52,4.2,1.5
53,4.5,1.2
54,4.5,1.2
55,4.5,1.2
56,4.5,1.2
57,3.5,1.2
58,4,1.5
59,4.2,1.5
60,4.5,1.2
61,4,1.5
62,4.5,1.2
63,4.5,1.2
64,4.5,1.8
65,4.0,1.5
66,4.5,1.2
67,4.5,1.2
68,4.5,1.2
69,4,1.5
70,3.5,1.2
71,3.5,1.2
72,3.5,1.2
73,4.5,1.2
74,4.5,1.2
75,4.5,1.2
76,4.2,1.5
77,3.5,1.2
78,4.5,1.2
79,4.5,1.2
80,3.5,1.2
81,4.5,1.2
82,4.0,1.5
83,4.0,1.5
84,4.5,2.1
85,4,1.5
86,4.5,1.2
87,4.5,1.2
88,4,1.5
89,4.5,1.2
90,3.5,1.2
91,4.5,1.7
92,4.5,1.2
93,4.5,1.2
94,4.5,1.2
95,4.5,1.2
96,4,2
97,4.5,1.5
98,4.5,1.2
99,4.5,1.2
100,3.5,1.2
