,mean,std
1,70.0,5.0
2,70.0,5.0
3,70.0,5.5
4,70.0,5.0
5,70.0,5.0
6,70.0,5.0
7,70.5,15.3
8,70.0,5.0
9,65.0,10.0
10,70.0,5.0
11,70.0,5.0
12,70.0,5.0
13,70.0,5.0
14,70.0,5.0
15,70.0,5.0
16,70.0,5.0
17,65.0,10.0
18,70.0,5.0
19,70.0,5.0
20,70.0,5.0
21,70.5,5.3
22,70.0,5.5
23,70.0,5.0
24,70.0,5.0
25,70.0,5.0
26,70.0,5.0
27,65.5,3.2
28,70.0,15.0
29,68.5,4.2
30,70.0,5.0
31,70.0,5.0
32,65.0,10.0
33,70.0,5.0
34,70.0,5.0
35,70.0,5.0
36,70.0,5.0
37,70.0,5.0
38,70.0,5.5
39,70.0,5.0
40,70.0,5.0
41,70.0,5.0
42,70.0,15.0
43,70.0,5.5
44,70.0,5.0
45,65.0,10.0
46,70.0,5.0
47,70.0,5.0
48,70.0,5.5
49,65.0,10.0
50,70.0,5.0
51,70.0,5.0
52,70.0,5.0
53,70.0,5.0
54,65.0,5.5
55,70.0,5.0
56,70.0,5.5
57,70.0,5.0
58,70.0,5.0
59,70.0,5.0
60,70.0,5.0
61,70.5,15.3
62,70.0,5.0
63,65.5,10.2
64,70.0,5.0
65,65.0,10.0
66,65.0,10.0
67,65.5,5.8
68,70.0,5.0
69,70.0,5.0
70,70.5,15.2
71,70.0,5.0
72,70.0,15.0
73,70.0,5.0
74,70.0,5.0
75,70.0,5.0
76,70.0,5.0
77,70.0,5.5
78,70.0,5.5
79,70.0,5.5
80,70.0,15.0
81,65.0,10.0
82,70.0,5.0
83,65.0,5.5
84,65.0,10.0
85,68.0,15.0
86,65.0,5.5
87,70.0,5.0
88,70.0,5.0
89,70.0,5.0
90,70.0,5.0
91,65.0,10.0
92,70.0,5.0
93,65.0,10.0
94,70.0,5.0
95,65.0,5.0
96,70.0,5.0
97,70.0,5.0
98,65.0,10.0
99,70.0,5.0
100,70.0,15.0
