,mean,std
1,7.2,1.5
2,7.2,1.6
3,7.5,1.2
4,7.5,1.2
5,7.5,1.2
6,7.2,1.5
7,7.5,1.2
8,7.0,1.5
9,7.5,1.2
10,7.5,1.2
11,7.0,1.5
12,7.0,1.5
13,7.5,1.2
14,7.5,1.2
15,7.0,1.5
16,7.5,1.2
17,7.2,1.4
18,7.5,1.2
19,7.0,1.5
20,7.5,1.2
21,7.5,1.2
22,7.5,1.2
23,7.5,1.2
24,7.5,1.2
25,7.2,1.5
26,7.5,1.2
27,7.5,1.2
28,7.5,1.2
29,7.5,1.2
30,7.5,1.2
31,7.5,1.2
32,7.2,1.5
33,7.5,1.2
34,7.0,1.5
35,7.0,1.5
36,7.2,1.5
37,7.5,1.2
38,7.0,0.8
39,7.5,1.2
40,7.5,1.2
41,7.2,0.8
42,7.5,1.2
43,7.5,1.2
44,7.5,1.2
45,7.5,1.2
46,7.0,1.5
47,7.5,1.2
48,7.2,1.5
49,7.2,1.5
50,7.0,1.5
51,7.5,1.2
52,7.5,1.2
53,7.5,1.2
54,7.5,1.2
55,7.5,1.2
56,7.2,0.8
57,7.8,1.2
58,7.2,1.5
59,7.0,1.5
60,7.0,1.5
61,7.2,1.6
62,7.5,1.2
63,7.5,1.2
64,7.5,1.2
65,7.5,1.2
66,7.0,1.5
67,7.0,1.5
68,7.5,1.2
69,7.5,1.2
70,7.5,1.2
71,7.5,1.2
72,7.2,1.1
73,7.5,1.2
74,7.5,1.2
75,7.4,1.2
76,7.5,1.2
77,7.4,1.2
78,7.5,1.2
79,7.0,1.5
80,7.0,1.5
81,7.5,1.2
82,7.5,1.2
83,7.5,1.2
84,7.5,1.2
85,7.5,1.2
86,7.2,1.1
87,7.1,0.8
88,7.5,1.2
89,7.5,1.2
90,7.5,1.2
91,7.2,1.5
92,7.5,1.2
93,7.5,1.2
94,7.5,1.2
95,7.4,1.2
96,7.0,1.5
97,7.5,1.2
98,7.5,1.2
99,7.5,1.2
100,6.8,1.5
