,mean,std
1,50.0,5.0
2,50.0,5.0
3,100.0,5.0
4,120.0,5.0
5,120.0,15.0
6,100.0,5.0
7,50.0,5.0
8,120.0,15.0
9,100.0,15.0
10,100.0,5.0
11,120.0,5.0
12,50.0,5.0
13,120.0,5.0
14,120.0,5.0
15,120.0,5.0
16,50.0,5.0
17,50.0,2.5
18,100.0,5.0
19,120.0,5.0
20,120.0,15.0
21,120.0,15.0
22,100.0,5.0
23,100.0,5.0
24,120.0,5.0
25,110.0,15.0
26,120.0,15.0
27,50.0,5.0
28,100.0,5.0
29,120.0,15.0
30,120.0,5.0
31,120.0,5.0
32,100.0,15.0
33,100.0,5.0
34,100.0,5.0
35,120.0,15.0
36,100.0,5.0
37,100.0,5.0
38,120.0,5.0
39,50.0,5.0
40,120.0,5.0
41,100.0,5.0
42,50.0,5.0
43,50.0,5.0
44,100.0,5.0
45,50.0,5.0
46,120.0,5.0
47,120.0,5.0
48,50.0,5.0
49,100.0,5.0
50,120.0,15.0
51,100.0,5.0
52,120.0,5.0
53,120.0,15.0
54,50.0,5.0
55,120.0,5.0
56,50.0,5.0
57,100.0,5.0
58,50.0,5.0
59,100.0,5.0
60,100.0,5.0
61,100.0,5.0
62,50.0,5.0
63,120.0,5.0
64,100.0,5.0
65,100.0,15.0
66,120.0,15.0
67,120.0,5.0
68,50.0,5.0
69,150.0,15.0
70,100.0,5.0
71,120.5,2.3
72,120.0,5.0
73,50.0,5.0
74,100.0,5.0
75,120.0,5.0
76,120.0,5.0
77,120.5,5.2
78,50.0,2.0
79,100.0,5.0
80,50.0,5.0
81,120.0,15.0
82,100.0,5.0
83,120.0,5.0
84,50.0,5.0
85,100.0,15.0
86,120.0,5.0
87,100.0,15.0
88,50.0,5.0
89,50.0,5.0
90,50.0,5.0
91,120.0,5.0
92,120.0,5.0
93,100.0,5.0
94,120.0,5.0
95,50.0,5.0
96,50.0,5.0
97,50.0,5.0
98,120.0,15.0
99,50.0,5.0
100,120.0,5.0
