,mean,std
1,100.0,15.0
2,100.0,15.0
3,100.0,15.0
4,100.0,15.0
5,100.0,15.0
6,100.0,15.0
7,100.0,15.0
8,100.0,15.0
9,100.0,15.0
10,100.0,15.0
11,120.0,15.0
12,100.0,15.0
13,100.0,15.0
14,100.0,15.0
15,120.0,15.0
16,150.0,20.0
17,150.0,20.0
18,100.0,15.0
19,100.0,15.0
20,100.0,15.0
21,100.0,15.0
22,100.0,15.0
23,100.0,15.0
24,100.0,15.0
25,100.0,15.0
26,50.0,5.0
27,150.0,20.0
28,100.0,15.0
29,100.0,15.0
30,100.0,15.0
31,100.0,15.0
32,100.0,15.0
33,100.0,15.0
34,150.0,15.0
35,100.0,15.0
36,100.0,15.0
37,100.0,15.0
38,100.0,15.0
39,100.0,15.0
40,100.0,15.0
41,100.0,15.0
42,200.0,15.0
43,150.0,15.0
44,100.0,15.0
45,100.0,15.0
46,50.0,10.0
47,100.0,15.0
48,100.0,15.0
49,100.0,15.0
50,100.0,15.0
51,100.0,15.0
52,120.0,15.0
53,100.0,15.0
54,100.0,15.0
55,100.0,15.0
56,100.0,15.0
57,100.0,15.0
58,100.0,15.0
59,100.0,15.0
60,150.0,20.0
61,500.0,50.0
62,100.0,15.0
63,100.0,15.0
64,100.0,15.0
65,100.0,15.0
66,100.0,15.0
67,100.0,15.0
68,100.0,15.0
69,100.0,15.0
70,100.0,15.0
71,100.0,15.0
72,100.0,15.0
73,100.0,15.0
74,100.0,15.0
75,100.0,15.0
76,100.0,15.0
77,100.0,15.0
78,100.0,15.0
79,100.0,15.0
80,100.0,15.0
81,100.0,15.0
82,150.0,20.0
83,100.0,15.0
84,100.0,15.0
85,100.0,15.0
86,100.0,15.0
87,100.0,15.0
88,100.0,15.0
89,200.0,15.0
90,50.0,10.0
91,150.0,15.0
92,100.0,15.0
93,100.0,15.0
94,100.0,15.0
95,100.0,15.0
96,100.0,15.0
97,100.0,15.0
98,300.0,50.0
99,100.0,15.0
100,150.0,20.0
